id;price;region;street_name;room_count;total_square;floor;subway;max_floor;street_number;living_square;kitchen_square
5770;180000;Дніпровський;Микільсько-Слобідська вул.;2;78;17;Лівобережна;25;1а;40;10
5771;240000;Дніпровський;Микільсько-Слобідська вул.;3;128;17;Лівобережна;25;1а;70;10
5774;110000;Голосіївський;Юлії Здановської вул. (Ломоносова);3;81,67;17;Іподром;25;83г;43;8,3
5775;115000;Оболонський;Йорданська вул. (Гавро Лайоша);3;69,4;2;Почайна;9;4б;41;8,5
5776;172999;Шевченківський;Парково-Сирецька вул. (Шамрила Тимофія);2;86;19;Шулявська;24;4в;41;18
5778;47000;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);2;50,7;1;Мінська;9;27/23;28,6;7,3
5779;200000;Шевченківський;Невська;3;127,1;13;Нивки;14;4г;45,1;43,5
5780;149000;Шевченківський;Невська;2;95;13;Нивки;14;4г;29;43
5781;95000;Шевченківський;Річна вул.;3;76,4;1;Лук'янівська;9;3;29,5;30,2
5782;60000;Шевченківський;Річна вул.;1;38,6;1;Лук'янівська;9;3;16,7;12,8
5783;85000;Шевченківський;Данила Щербаківського вул. (Щербакова);2;50,1;16;Нивки;19;52;32;17
5785;61000;Дарницький;Бориса Гмирі вул.;1;38;19;Позняки;25;18;15;9
5786;64000;Святошинський;Приладний пров.;1;43;6;Академмістечко;24;10В;20;15
5787;125000;Подільський;Кирилівська вул. (Фрунзе);1;40,2;8;Тараса Шевченка;9;37;22;9,8
5788;85000;Голосіївський;Лабораторна вул.;2;58,9;4;Палац Україна;6;33/37;36,9;7,4
5789;67500;Дарницький;Вінграновського Миколи вул.;1;49;5;Червоний хутір;25;2;18;12
5791;129000;Святошинський;Котельникова Михайла вул.;3;112;17;Житомирська;18;35;55,5;14
5793;51200;Солом'янський;Володимира Брожко вул. (Кіровоградська);1;36;9;Деміївська;27;70;15;10
5794;125000;Святошинський;Палладіна академіка просп.;3;96;6;Академмістечко;9;13;70;20
5796;120000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;43;19;Почайна;25;2гк2;19;11
5797;69900;Подільський;Тираспольська вул.;1;31;5;Сирець;16;52;6,9;12,8
5798;79000;Оболонський;Левка Лук'яненка вул. (Маршала Тимошенка);1;40,7;15;Мінська;16;15г;17,9;10
5800;240000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;103,6;4;Оболонь;24;6а;62,7;13,4
5801;69900;Шевченківський;Ростиславська  вул. (Рибалка маршала);1;46,15;9;Лук'янівська;11;5а;17,85;12,35
5802;67000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);2;45,1;2;Оболонь;9;7б;29;7
5803;57000;Подільський;Тираспольська вул.;1;31;15;Сирець;16;54;12;7
5805;100000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);3;85;11;Сирець;26;8;43;20
5808;99000;Святошинський;Петрицького Анатолія вул.;1;46;8;Святошин;15;23а;18;19
5810;142000;Голосіївський;Ясинуватський пров.;2;77,3;8;Деміївська;25;10;35,6;18,65
5811;145000;Солом'янський;Липківского Василя вул. (Урицького);1;42;14;Вокзальна;22;38;15;18
5813;34900;Голосіївський;Наддніпрянське шосе;1;44;9;Видубичі;25;2а;15,3;15
5814;130000;Голосіївський;Мейтуса композитора вул.;2;81,2;9;Виставковий центр;20;4;40,9;12,9
5815;64899;Голосіївський;Саперно-Слобідська вул.;1;39;20;Деміївська;23;22;18;6
5816;124000;Дніпровський;Микільсько-Слобідська вул.;1;50;7;Лівобережна;25;10;25;25
5818;245000;Печерський;Михайла Бойчука вул. (Кіквідзе);4;140;5;Видубичі;26;41б;85;24
5820;54000;Солом'янський;Єреванська вул.;2;45;4;Політехнічний інститут;5;18;30;7,5
5821;266000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;95,15;2;Звіринецька;24;17б;53;14
5823;34900;Подільський;Теліги Олени вул.;1;30;7;Дорогожичі;10;51;18;5
5824;49900;Шевченківський;Юрія Іллєнка вул. (Мельникова);1;36;9;Лук'янівська;16;9;18;7
5825;99900;Шевченківський;Сергія Параджанова вул. (Шаумяна);4;100;1;Нивки;2;46а;65;12
5826;69999;Печерський;Лесі Українки бульв.;1;39;12;Печерська;14;30а;20;8
5829;66000;Голосіївський;Жулянська вул.;2;75;20;Васильківська;26;8;31;25
5830;97900;Шевченківський;Лукянівська;2;67,5;17;Шулявська;17;25;32,7;18,3
5832;90000;Шевченківський;Берестейський просп. (Перемоги);1;53;7;Вокзальна;36;11;20;20
5834;93000;Шевченківський;Білоруська вул.;3;75;1;Лук'янівська;5;7/9;55;7
5839;74800;Шевченківський;Глибочицька вул.;1;41;14;Лук'янівська;17;25;16;13
5840;55000;Дарницький;Алма-Атинська;2;46;2;Харківська;5;56;32;6
5841;51000;Дарницький;Причальна вул.;2;60;24;Осокорки;26;11;28;14,5
5845;74900;Святошинський;Берестейський просп. (Перемоги);1;37;4;Нивки;16;65а;18;12
5848;207000;Печерський;Михайла Бойчука вул. (Кіквідзе);3;137,5;6;Видубичі;25;41;60;38
5849;39900;Солом'янський;Вацлава Гавела бульв. (Лепсе Івана);1;33;3;Берестейська;5;7а;19;6
5852;60000;Шевченківський;Борщагівська вул.;2;50;6;Політехнічний інститут;9;10;30;7
5854;62000;Солом'янський;Повітрофлотський просп.;2;65;8;Вокзальна;9;8;34;7,5
5856;48000;Солом'янський;Чугуївський пров.;1;36;3;Берестейська;9;13а;18,8;7,2
5858;47999;Шевченківський;Лук'янівська вул.;1;28;5;Лук'янівська;9;7;13;5,3
5860;70000;Дарницький;Харківське шосе;3;75;6;Вирлиця;16;166;42;8,5
5861;50000;Шевченківський;Стеценка вул.;2;45;4;Сирець;5;1;30;7
5863;46900;Оболонський;Героїв Дніпра вул.;2;55;2;Героїв Дніпра;9;7;31;8
5864;110000;Голосіївський;Деміївський пров.;3;79;4;Деміївська;9;6;48;13
5866;60000;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);3;57,6;4;Оболонь;9;7;39,5;6
5868;92000;Дарницький;Дніпровська наб.;1;36;14;Осокорки;25;16д;17;7
5869;90000;Дарницький;Чавдар Єлизавети вул.;2;79,2;25;Осокорки;25;13;40,7;14,6
5870;69999;Голосіївський;Деміївська вул.;3;70;10;Голосіївська;16;45а;44;8
5872;82000;Голосіївський;Героїв Маріуполя вул. (Якубовського маршала);3;71;6;Іподром;9;7;41;8
5875;107000;Голосіївський;Братів Шеметів вул.;1;37,4;8;Теремки;9;7;13,4;15,4
5877;68000;Шевченківський;Білоруська вул.;2;56;7;Лук'янівська;9;30А;33,8;7,6
5879;53000;Дніпровський;Ентузіастів вул.;2;47;7;Лівобережна;9;9/1;30;8
5881;165000;Дніпровський;Туманяна Ованеса вул.;3;121;5;Лівобережна;26;15;58;30
5882;72000;Дніпровський;Ентузіастів вул.;3;62;1;Лівобережна;9;15;24;6
5883;59900;Дніпровський;Князя Романа Мстиславича вул. (Жмаченка генерала);1;31;23;Дарниця;26;26;17;3
5884;80000;Дніпровський;Князя Романа Мстиславича вул. (Жмаченка генерала);1;49;20;Дарниця;26;26;20;16
5885;93000;Дніпровський;Євгена Сверстюка вул. (Раскової Марини);1;46;9;Лівобережна;25;6-Е;14,5;18
5886;95000;Дніпровський;Микільсько-Слобідська вул.;1;48;7;Лівобережна;17;11;17,5;18,3
5887;135000;Дніпровський;Князя Романа Мстиславича вул. (Жмаченка генерала);2;72;9;Дарниця;26;28А;36;14
5888;88000;Дарницький;Крушельницькой Соломії вул.;2;59;10;Харківська;26;13;33;9
5890;154000;Дніпровський;Князя Романа Мстиславича вул. (Жмаченка генерала);3;100,87;25;Дарниця;26;26;42,6;25
5891;154000;Дніпровський;Євгена Сверстюка вул. (Раскової Марини);2;72;19;Лівобережна;25;6д;15,4;35
5893;360000;Голосіївський;Юлії Здановської вул. (Ломоносова);4;150;11;Виставковий центр;13;73г;90;16
5894;99200;Солом'янський;Січеславська вул. (Ползунова);1;32;9;Вокзальна;25;1Б;8,92;14,2
5895;75000;Оболонський;Героїв Дніпра вул.;1;38;15;Героїв Дніпра;16;38Е;18;10
5896;155000;Шевченківський;Мирна;1;50,7;4;Контрактова площа;11;2/1;12;26
5901;157000;Дніпровський;Євгена Маланюка вул. (Сагайдака Степана);3;121;13;Лівобережна;22;8;69,5;38
5903;85000;Дарницький;Вишняківська вул.;2;71;1;Харківська;14;13а;33;15
5904;83000;Шевченківський;Берестейський просп. (Перемоги);2;52,5;27;Вокзальна;36;11;28;13
5906;117000;Шевченківський;Шолуденка вул.;1;44,5;21;Політехнічний інститут;26;1а;13;17
5907;147000;Шевченківський;Шолуденка вул.;2;80,5;9;Лук'янівська;17;30;29;21,7
5908;110000;Печерський;Соловцова Миколи вул.;3;78;2;Видубичі;7;3;35;13
5909;75000;Дарницький;Центральна вул.;2;59,6;7;Славутич;10;15;16,6;21,5
5910;119000;Дарницький;Зарічна вул.;1;47,6;7;Славутич;25;2к1;13,1;30
5911;75000;Шевченківський;Дегтярівська вул.;2;46,3;2;Шулявська;9;60б;29,1;10
5912;570000;Печерський;Липська вул.;4;185,8;6;Кловська;7;19;76;42,3
5914;150000;Шевченківський;Бульварно-Кудрявська вул. (Воровського);1;46,5;3;Золоті Ворота;6;17;12;19
5915;80000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);2;68;5;Сирець;25;57;27;20
5918;140000;Голосіївський;Юлії Здановської вул. (Ломоносова);3;77,7;23;Васильківська;25;34Б;45;12
5919;59990;Печерський;Предславинська вул.;1;30;1;Палац Україна;9;12;18;7
5920;390000;Печерський;Іоана Павла II вул. (Лумумби Патріса);2;94;21;Палац Україна;33;12;33;45
5922;57800;Дарницький;Ващенка Григорія вул.;1;37;2;Осокорки;20;5;18;8
5926;130000;Дарницький;Бажана Миколи просп.;3;110;17;Осокорки;17;14;57,1;15,2
5927;68000;Солом'янський;Джохара Дудаєва вул. (Іскрівська);2;56;2;Політехнічний інститут;5;1;30;9
5928;255000;Голосіївський;Велика Васильківська вул. (Червоноармійська);2;67;15;Палац Україна;20;102У;30;15
5929;150000;Дарницький;Бажана Миколи просп.;2;68;4;Славутич;26;1А;38;14
5930;190000;Дарницький;Дніпровська наб.;4;135;14;Осокорки;24;25;90;20
5932;50500;Голосіївський;Глушкова академіка просп.;1;36,8;11;Теремки;14;57;17,6;8,4
5933;34500;Солом'янський;Вацлава Гавела бульв. (Лепсе Івана);1;34;3;Берестейська;9;21в;18,4;7
5934;70000;Дарницький;Урлівська вул.;2;63,2;7;Осокорки;22;19;29,3;14,1
5936;59999;Голосіївський;Наддніпрянське шосе;1;34;24;Видубичі;25;2а;10;10
5938;84000;Святошинський;Олеся Бердника;1;37;7;Нивки;11;1г;17,3;10
5939;71000;Святошинський;Приладний пров.;2;60,5;23;Академмістечко;25;10б;30;12
5940;100000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);3;95;19;Сирець;25;8;40;21
5941;77000;Дарницький;Ревуцького вул.;1;49;2;Харківська;25;54;18;10
5942;51500;Дніпровський;Пантелеймона Куліша вул. (Челябінська);2;45,3;16;Лівобережна;16;17;26,2;8
5944;45500;Деснянський;Мілютенка вул.;1;36;3;Чернігівська;9;7;18;10
5945;130000;Дарницький;Чавдар Єлизавети вул.;3;93,5;20;Осокорки;25;6;49;12
5946;68500;Подільський;Івана Виговського вул. (Гречка маршала);1;36,6;10;Сирець;13;10Е;15;17,1
5947;65000;Оболонський;Героїв Дніпра вул.;2;55,1;3;Героїв Дніпра;9;7;31;7,7
5948;57000;Дарницький;Бориспільська вул.;1;43,9;3;Червоний хутір;19;25а;16,5;11,9
5949;114000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);1;57,5;3;Палац Україна;26;37/1;20;17
5950;400000;Печерський;Іоана Павла II вул. (Лумумби Патріса);3;123;27;Звіринецька;33;12;90;21
5951;365000;Печерський;Андрія Верхогляда вул. (Драгомирова);2;88;21;Звіринецька;30;15;35;15
5952;279000;Голосіївський;Антоновича вул. (Горького);2;73,1;8;Олімпійська;23;74;28;19
5953;380000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;118;5;Звіринецька;23;20;60;25
5954;850000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;150;30;Звіринецька;30;9;60;20
5955;369000;Печерський;Джона Маккейна вул. (Кудрі Івана);3;80;22;Либідська;24;1Б;38;20
5956;245000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;55;3;Звіринецька;17;15А;20;15
5957;230000;Печерський;Ковпака вул.;3;111;14;Либідська;27;17;40;30
5958;570000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;121;15;Звіринецька;29;1-20А;89;29
5959;123000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;36;21;Звіринецька;30;14А;15;10
5960;800000;Печерський;Федорова Івана вул.;3;108;13;Олімпійська;26;2А;60;20
5961;360000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;92;7;Звіринецька;30;1-20А;60;28
5962;520000;Печерський;Андрія Верхогляда вул. (Драгомирова);3;107;14;Звіринецька;22;1-20А;55;48
5963;1300000;Печерський;Саперне Поле вул.;4;200;10;Палац Україна;11;5А;100;40
5964;89000;Святошинський;Верховинна вул.;2;73;16;Житомирська;17;91;31,5;11
5965;65000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);2;45,6;7;Васильківська;8;110;30;5,6
5966;75000;Голосіївський;Антоновича вул. (Горького);1;35;7;Либідська;14;158;16,6;7
5968;43500;Шевченківський;Ярмоли Віктора вул.;1;32;7;Політехнічний інститут;9;6/8;17;8
5969;129000;Дніпровський;Князя Романа Мстиславича вул. (Жмаченка генерала);1;50;7;Дарниця;26;28;16;15
5972;50900;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;37;7;Мінська;16;43;18;10
5973;29600;Дарницький;Ревуцького вул.;1;30;3;Харківська;9;54;17;11
5974;100000;Печерський;Печерський узвiз;3;67;4;Кловська;5;19;42;9
5976;42000;Деснянський;Шолом-Алейхема вул.;1;30,6;2;Чернігівська;9;1;16,2;5
5977;163000;Дніпровський;Туманяна Ованеса вул.;3;124;5;Лівобережна;27;15а;60,6;16
5978;82000;Дніпровський;Каховська вул.;2;60,4;15;Лівобережна;25;62-а;29,7;13,4
5979;109900;Подільський;Івана Виговського вул. (Гречка маршала);1;47,5;22;Сирець;22;10-д;20;15
5980;180000;Шевченківський;Золотоустівська вул.;3;102,2;10;Лук'янівська;16;50;59;15,8
5983;85000;Дарницький;Урлівська вул.;3;100;10;Позняки;10;5;51;15
5985;150000;Дніпровський;Євгена Маланюка вул. (Сагайдака Степана);2;62;23;Лівобережна;26;8;23;18
5987;70900;Дніпровський;Воскресенська вул.;2;45;5;Дарниця;5;7;30;10
5988;80000;Шевченківський;Лермонтовська вул.;2;58;3;Лук'янівська;3;4;33;8
5990;175000;Дніпровський;Воскресенська вул.;3;100;1;Дарниця;25;18;45;40
5992;53900;Святошинський;Академіка Єфремова вул. (Уборевича командарма);1;40;16;Академмістечко;16;25;19;11
5993;350000;Подільський;Щекавицька вул.;3;160;3;Контрактова площа;9;30/39;98;14
5996;64900;Голосіївський;Юлії Здановської вул. (Ломоносова);1;38;1;Васильківська;5;22/15;19;9
5998;51999;Голосіївський;конева;1;33;4;Іподром;24;15;16;10
6000;69000;Дніпровський;Воскресенська вул.;1;42,2;14;Дарниця;22;111;15;14
6002;85000;Печерський;Лесі Українки бульв.;3;60,8;3;Печерська;9;20/22;41,6;6,7
6003;148000;Святошинський;Берестейський просп. (Перемоги);3;86;8;Нивки;16;67;47;14
6004;50000;Дарницький;Кошиця Олександра вул.;2;55;12;Харківська;16;9;29;8,4
6005;345000;Шевченківський;Бульварно-Кудрявська вул. (Воровського);3;82;5;Золоті Ворота;19;17;50;15
6007;190000;Дніпровський;Євгена Сверстюка вул. (Раскової Марини);3;92,4;20;Лівобережна;25;6д;46,8;21,3
6008;235000;Голосіївський;Саперно-Слобідська вул.;3;122;21;Деміївська;24;10;97;25
6009;249990;Печерський;Фортечний тупик (Тверський);3;155;13;Печерська;13;7б;40;22
6010;124990;Солом'янський;Генерала Шаповала вул. (Механізаторів);2;53;19;Вокзальна;24;20;35;15
6011;64000;Голосіївський;Науки просп.;2;51;9;Деміївська;14;16;27;9
6012;139990;Печерський;Фортечний тупик (Тверський);2;64;8;Печерська;24;7В;17;28
6013;249990;Печерський;Лабораторний пров.;2;73;20;Олімпійська;25;7А;25;25
6014;78990;Печерський;Степана Ковніра вул. (Ластовського);2;53,1;1;Печерська;5;3А;31,4;8,6
6016;105000;Солом'янський;Нижньоключова вул.;2;69,16;13;Шулявська;25;14;32,87;17,17
6018;120000;Шевченківський;Довнар-Запольського вул.;3;94;3;Лук'янівська;5;4;59,8;14,5
6019;620000;Печерський;Звіринецька вул.;4;250;18;Видубичі;22;59;120;14,6
6020;179000;Шевченківський;Хмельницького Богдана вул.;3;100;4;Театральна;5;35/1;73;9,2
6022;293000;Печерський;Хрещатик вул.;3;72,5;9;Хрещатик;9;13;37;13
6023;550000;Печерський;Євгена Коновальця вул.;3;135;12;Печерська;18;26а;79,4;18
6024;49700;Солом'янський;Володимира Брожко вул. (Кіровоградська);1;35,7;22;Деміївська;27;70;17,2;12
6025;260000;Печерський;Євгена Коновальця вул. (Щорса);3;117;20;Печерська;26;32г;78,7;12,9
6026;190000;Печерський;Кловський узвiз;3;75;4;Кловська;7;9/2;49;8
6027;142000;Печерський;Михайла Бойчука вул. (Кіквідзе);1;40,3;5;Звіринецька;11;19а;18,1;11,8
6028;66000;Шевченківський;Довженка Олександра вул.;1;40;1;Шулявська;9;14Б;16;10
6030;138000;Дарницький;Ахматової Анни вул.;2;56,3;19;Позняки;24;30;16;26
6033;80000;Голосіївський;Максимовича вул. (Трутенка Онуфрія);1;44;21;Васильківська;23;3Г;21,6;14,6
6034;122000;Солом'янський;Максимовича вул. (Трутенка Онуфрія);1;50;22;Виставковий центр;24;32Б;14;14
6035;85000;Шевченківський;Берестейський просп. (Перемоги);1;52,6;15;Вокзальна;36;11;21,4;14,6
6036;77000;Оболонський;Героїв Дніпра вул.;2;54;9;Героїв Дніпра;10;73;30,6;8
6037;145000;Дніпровський;Євгена Сверстюка вул. (Раскової Марини);2;68;13;Лівобережна;25;6в;29;19
6039;67000;Оболонський;Левка Лук'яненка вул. (Маршала Тимошенка);2;61,2;8;Мінська;9;2а;33;7,4
6040;47900;Оболонський;Богатирська вул.;1;34;16;Героїв Дніпра;17;16;16;8
6044;72000;Дарницький;Кошиця Олександра вул.;3;69;5;Харківська;9;4;42;8
6047;72000;Дарницький;Руденко Лариси вул.;1;45;18;Позняки;19;21;18;12
6048;85000;Дарницький;Урлівська вул.;2;72;21;Осокорки;25;38а;35;12
6050;82000;Подільський;Івана Виговського вул. (Гречка маршала);2;72;24;Сирець;24;10л;31;14
6052;40000;Шевченківський;Ризька вул.;1;34;9;Сирець;16;18;16;8
6053;40000;Солом'янський;Ніщинського Петра вул.;1;31;4;Політехнічний інститут;5;12;17;7
6055;26500;Святошинський;Зодчих;1;22;1;Академмістечко;5;8;10;4
6059;31500;Святошинський;Берестейський просп. (Перемоги);1;31,5;4;Святошин;9;93а;12,5;6,2
6061;110000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;69;16;Звіринецька;28;14а;39;20
6063;95000;Дарницький;Григоренка Петра просп.;2;70;4;Позняки;17;38;35;11
6064;55000;Подільський;Віктора Некрасова вул. (Північно-Сирецька);1;44,9;3;Сирець;26;10;16,1;12,9
6065;62000;Святошинський;Берестейський просп. (Перемоги);2;55;5;Святошин;5;77-а;30;7,3
6066;47000;Солом'янський;Західна вул.;2;45;3;Шулявська;5;14;29;6
6067;115000;Печерський;Князів Острозьких вул. (Московська);2;47;2;Арсенальна;4;29;35;6
6068;71000;Святошинський;Ушакова Миколи вул.;1;51;7;Академмістечко;25;1-Д;18;15
6071;93000;Печерський;Лесі Українки бульв.;3;65,4;8;Печерська;10;28;42,9;6,1
6072;60000;Солом'янський;Василенка Миколи вул.;2;58;11;Берестейська;14;13;29;8,8
6075;143000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;83;6;Виставковий центр;14;52/3;35;23
6081;130000;Голосіївський;Юлії Здановської вул. (Ломоносова);2;77;16;Виставковий центр;17;46/1;32;12
6082;110000;Святошинський;Краснова Миколи вул.;2;73;16;Житомирська;17;19;37;15
6084;155000;Голосіївський;Ясинуватський пров.;2;79;3;Деміївська;20;11;36;12
6088;54000;Дарницький;Софії Русової вул.;1;37;13;Осокорки;25;3;17;9
6089;60000;Дніпровський;Малишка Андрія вул.;2;52;5;Чернігівська;9;19а;30;9
6090;127000;Святошинський;Львівська вул.;3;122;19;Житомирська;25;22-22а;80;14
6091;205000;Шевченківський;Павлівська вул.;2;84;5;Вокзальна;6;26/41;45;12
6092;280000;Святошинський;Берестейський просп. (Перемоги);4;172;23;Житомирська;24;131;113;33
6093;35000;Солом'янський;Василенка Миколи вул.;1;33;4;Берестейська;5;13а;16;7
6094;40999;Деснянський;Мілютенка вул.;1;32;6;Чернігівська;9;5а;16;7
6095;77500;Оболонський;Оболонський просп.;2;52;6;Мінська;9;28а;30;7
6096;81000;Шевченківський;Терещенківська вул.;1;32;3;Площа Українських Героїв;5;13/7;18;7
6097;450000;Шевченківський;Ярославів Вал вул.;4;190;6;Золоті Ворота;9;15-А;93;24
6099;49000;Святошинський;Котельникова Михайла вул.;2;44;2;Святошин;3;21;27;6
6100;255000;Голосіївський;Коломийський пров.;3;120;2;Васильківська;15;17/31А;71;23
6101;79000;Дніпровський;Малишка Андрія вул.;2;52;4;Чернігівська;9;19-А;30;9
6102;73000;Святошинський;Берестейський просп. (Перемоги);2;50;2;Святошин;5;77/1;30;8
6104;48900;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;35;8;Оболонь;16;13а;16,2;8
6105;65000;Дніпровський;Миропільська вул.;2;59;11;Чернігівська;16;25;29;9
6106;268000;Шевченківський;Дмитрівська вул.;6;214;1;Вокзальна;2;25;150;30
6107;116000;Шевченківський;Дмитрівська вул.;4;92;1;Вокзальна;2;25;67;10
6108;89900;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);1;44;9;Героїв Дніпра;14;43в;17;12
6109;62000;Святошинський;Наумова генерала вул.;2;61,6;3;Академмістечко;9;23б;33;7,5
6110;91999;Дніпровський;Юрія Поправки вул. (Миколи Лебедєва);2;60;2;Чернігівська;25;14;29,2;9,1
6111;132000;Печерський;Михайла Бойчука вул. (Кіквідзе);1;40;8;Звіринецька;11;19а;10;18
6112;138000;Дарницький;Дніпровська наб.;3;114;16;Осокорки;23;19а;53;16
6113;72500;Дніпровський;Митрополита Андрея Шептицького вул. (Луначарського Анатолія);3;77,6;8;Лівобережна;9;24;47,5;7,6
6114;115000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;36;21;Звіринецька;30;14А;18;10
6115;4147000;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;75;4;Виставковий центр;23;32А;37;18
6116;4526500;Солом'янський;Максимовича вул. (Трутенка Онуфрія);2;82;3;Виставковий центр;23;32А;44;18
6119;61000;Печерський;Білокур Катерини вул.;1;35;3;Звіринецька;3;10/15;18,6;7,5
6121;185000;Печерський;Джона Маккейна вул. (Кудрі Івана);2;80;22;Звіринецька;23;26;22;21
6123;134000;Шевченківський;Хмельницького Богдана вул.;3;64;1;Університет;5;68;37;10
6124;210000;Оболонський;Володимира Івасюка просп. (Героїв Сталінграда);3;104;21;Почайна;24;2гк1;63;14
6125;134000;Шевченківський;Берестейський просп. (Перемоги);5;100;4;Вокзальна;5;9;76;15
6126;230000;Дарницький;Ахматової Анни вул.;6;215;23;Позняки;24;30;120;30
6127;87000;Печерський;Лесі Українки бульв.;3;63;9;Кловська;9;5;45;7
6128;134000;Солом'янський;Романа Ратушного вул. (Волгоградська);3;75;8;Вокзальна;19;9а;52;16
6130;129000;Печерський;Андрія Верхогляда вул. (Драгомирова);1;43;27;Звіринецька;30;14А;1;1
6131;470000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);4;210;19;Голосіївська;20;68;125;30
6133;155000;Дарницький;Завальна вул.;2;80;16;Осокорки;27;10г;31,5;21
6134;69000;Дніпровський;Микільсько-Слобідська вул.;1;40;16;Лівобережна;17;11;20;13
6135;250000;Дніпровський;Микільсько-Слобідська вул.;3;101;8;Лівобережна;26;15;50;15
6136;122000;Печерський;Фортечний тупик (Тверський);1;58,38;4;Печерська;14;7;22,34;18
6138;167000;Голосіївський;Глушкова академіка просп.;3;94;24;Іподром;25;9г;53,3;14,3
6139;250000;Дніпровський;Окіпної Раїси вул.;4;147;18;Лівобережна;23;10б;92;16
6140;258000;Печерський;Василя Тютюнника вул. (Барбюса Анрі);2;87;6;Палац Україна;25;37/1;36;15
6142;63000;Оболонський;Прирічна вул.;3;71;9;Героїв Дніпра;9;19г;42;8
6143;150000;Дніпровський;Верховної Ради бульв.;3;97;17;Дарниця;25;14б;53;20
6144;80500;Дарницький;Бориса Гмирі вул.;2;70;11;Позняки;25;6;40;15
6145;105000;Дарницький;Зарічна вул.;1;47,6;16;Славутич;25;2к1;13,1;26
6147;50500;Дарницький;Драгоманова вул.;1;39;7;Позняки;10;22;18;9,4
6149;84000;Оболонський;Північна вул.;3;68;3;Героїв Дніпра;9;54в;42;10
6150;155000;Дарницький;Зарічна вул.;2;65;7;Славутич;25;1Б;20;25
6154;72000;Дарницький;Ревуцкого;1;48;3;Харківська;25;54;18;18
6156;42000;Шевченківський;Ольжича вул.;2;43;1;Дорогожичі;5;11а;28;6
6160;46000;Голосіївський;Новопирогівська;1;38;6;Деміївська;9;29;21;7
6161;75000;Дніпровський;Георгія Тороповського вул. (Дубового Івана);3;75;1;Дарниця;16;37а;46;9
6162;260000;Шевченківський;Дмитрівська вул.;4;125;21;Лук'янівська;24;80;86;16
6164;46000;Шевченківський;Лук'янівська вул.;1;35;8;Лук'янівська;9;9;18,5;6,8
6165;46000;Святошинський;Вернадського академіка бульв.;1;34,38;5;Академмістечко;16;87-а;16,2;8,2
6166;75000;Подільський;Івана Виговського вул. (Гречка маршала);2;65,65;4;Сирець;16;10-Б;32;12,77
6167;73000;Голосіївський;Голосіївський просп. (40-річчя Жовтня);3;58;5;Васильківська;5;98/2;37;6
6169;16000;Дарницький;Лугова вул.;1;23,21;2;Бориспільська;3;56а;14;6
6171;13320;Дарницький;Луговий пров.;1;22,88;1;Бориспільська;3;14б;14;6
6172;13000;Дарницький;Луговий пров.;1;22,3;2;Бориспільська;3;14а;13;6
6174;80000;Голосіївський;Лятошинського композитора вул.;3;62;4;Іподром;9;26а;41;7
6175;75000;Голосіївський;Героїв Маріуполя вул. (Якубовського маршала);3;68;15;Іподром;16;11;40;8
6176;99999;Дарницький;Чавдар Єлизавети вул.;2;73,1;1;Осокорки;25;6;30;12
6177;43500;Дарницький;Тростянецька вул.;1;41;2;Харківська;9;6;20;8
6180;70000;Дарницький;Идейная;2;57,1;1;Осокорки;5;11;34,9;10,7
6181;120000;Голосіївський;Ясинуватський пров.;2;77,8;19;Деміївська;25;11;32;18
6184;106000;Шевченківський;Деревлянська вул. (Якіра);2;62;5;Лук'янівська;7;12/42;38;8
6185;46000;Оболонський;Героїв полку 'Азов' вул. (Малиновського маршала);1;29;7;Оболонь;9;32Б;15;6
6189;125000;Голосіївський;Заболотного академіка вул.;2;63;11;Теремки;25;15н;30;12
6190;73000;Голосіївський;Заболотного академіка вул.;1;41;26;Іподром;34;1а;16;13
6191;85000;Дарницький;Ревуцького вул.;1;41;14;Харківська;25;40в;13;14
6192;73000;Голосіївський;Заболотного академіка вул.;1;40;30;Іподром;34;1а;17;13
6193;76000;Дарницький;Осокорська вул.;1;50;24;Славутич;25;2а;16;23
